ymd,h,m,v
20171130,1,45,478.08
20171130,1,50,481.92
20171130,1,55,488.64
20171130,2,0,484.8
20171130,2,5,485.76
20171130,2,10,490.56
20171130,2,15,400.32
20171130,2,20,329.28
20171130,2,25,335.04
20171130,2,30,391.68
20171130,2,35,480.96
20171130,2,40,477.12
20171130,2,45,461.76
20171130,2,50,487.68
20171130,2,55,486.72
20171130,3,0,397.44
20171130,3,5,349.44
20171130,3,10,332.16
20171130,3,15,398.4
20171130,3,20,466.56
20171130,3,25,474.24
20171130,3,30,480
20171130,3,35,482.88
20171130,3,40,385.92
20171130,3,45,314.88
20171130,3,50,346.56
20171130,3,55,314.88
20171130,4,0,338.88
20171130,4,5,452.16
20171130,4,10,480.96
20171130,4,15,480
20171130,4,20,478.08
20171130,4,25,471.36
20171130,4,30,476.16
20171130,4,35,372.48
20171130,4,40,308.16
20171130,4,45,410.88
20171130,4,50,466.56
20171130,4,55,473.28
20171130,5,0,472.32
20171130,5,5,481.92
20171130,5,10,414.72
20171130,5,15,330.24
20171130,5,20,315.84
20171130,5,25,330.24
20171130,5,30,473.28
20171130,5,35,480
20171130,5,40,485.76
20171130,5,45,485.76
20171130,5,50,418.56
20171130,5,55,342.72
20171130,6,0,343.68
20171130,6,5,339.84
20171130,6,10,372.48
20171130,6,15,475.2
20171130,6,20,478.08
20171130,6,25,483.84
20171130,6,30,400.32
20171130,6,35,392.64
20171130,6,40,317.76
20171130,6,45,312.96
20171130,6,50,392.64
20171130,6,55,441.6
20171130,7,0,479.04
20171130,7,5,480.96
20171130,7,10,482.88
20171130,7,15,489.6
20171130,7,20,441.6
20171130,7,25,344.64
20171130,7,30,443.52
20171130,7,35,482.88
20171130,7,40,480.96
20171130,7,45,490.56
20171130,7,50,495.36
20171130,7,55,470.4
20171130,8,0,333.12
20171130,8,5,346.56
20171130,8,10,438.72
20171130,8,15,487.68
20171130,8,20,505.92
20171130,8,25,499.2
20171130,8,30,503.04
20171130,8,35,507.84
20171130,8,40,357.12
20171130,8,45,392.64
20171130,8,50,479.04
20171130,8,55,506.88
20171130,9,0,503.04
20171130,9,5,504
20171130,9,10,481.92
20171130,9,15,333.12
20171130,9,20,415.68
20171130,9,25,491.52
20171130,9,30,501.12
20171130,9,35,502.08
20171130,9,40,509.76
20171130,9,45,503.04
20171130,9,50,503.04
20171130,9,55,498.24
20171130,10,0,352.32
20171130,10,5,456.96
20171130,10,10,504.96
20171130,10,15,502.08
20171130,10,20,504.96
20171130,10,25,485.76
20171130,10,30,334.08
20171130,10,35,411.84
20171130,10,40,483.84
20171130,10,45,503.04
20171130,10,50,490.56
20171130,10,55,500.16
20171130,11,10,437.76
20171130,11,15,344.64
20171130,11,20,434.88
20171130,11,25,472.32
20171130,11,30,483.84
20171130,11,35,505.92
20171130,11,40,426.24
20171130,11,45,333.12
20171130,11,50,431.04
20171130,11,55,481.92
20171130,12,0,474.24
20171130,12,5,469.44
20171130,12,10,489.6
20171130,12,15,483.84
20171130,12,20,490.56
20171130,12,25,495.36
20171130,12,30,336.96
20171130,12,35,373.44
20171130,12,40,479.04
20171130,12,45,493.44
20171130,12,50,503.04
20171130,12,55,405.12
20171130,13,0,344.64
20171130,13,5,444.48
20171130,13,10,497.28
20171130,13,15,502.08
20171130,13,20,500.16
20171130,13,25,503.04
20171130,13,30,500.16
20171130,13,35,502.08
20171130,13,40,373.44
20171130,13,45,390.72
20171130,13,50,476.16
20171130,13,55,498.24
20171130,14,0,493.44
20171130,14,5,472.32
20171130,14,10,331.2
20171130,14,15,391.68
20171130,14,20,462.72
20171130,14,25,508.8
20171130,14,30,493.44
20171130,14,35,499.2
20171130,14,40,499.2
20171130,14,45,499.2
20171130,14,50,505.92
20171130,14,55,424.32
20171130,15,0,349.44
20171130,15,5,461.76
20171130,15,10,494.4
20171130,15,15,508.8
20171130,15,20,449.28
20171130,15,25,329.28
20171130,15,30,398.4
20171130,15,35,485.76
20171130,15,40,502.08
20171130,15,45,495.36
20171130,15,50,480.96
20171130,15,55,501.12
20171130,16,0,491.52
20171130,16,5,484.8
20171130,16,10,495.36
20171130,16,15,345.6
20171130,16,20,372.48
20171130,16,25,492.48
20171130,16,30,495.36
20171130,16,35,410.88
20171130,16,40,361.92
20171130,16,45,340.8
20171130,16,50,471.36
20171130,16,55,495.36
20171130,17,0,483.84
20171130,17,5,497.28
20171130,17,10,495.36
20171130,17,15,489.6
20171130,17,20,495.36
20171130,17,25,499.2
20171130,17,30,382.08
20171130,17,35,360.96
20171130,17,40,456.96
20171130,17,45,491.52
20171130,17,50,505.92
20171130,17,55,415.68
20171130,18,0,323.52
20171130,18,5,429.12
20171130,18,10,480.96
20171130,18,15,500.16
20171130,18,20,491.52
20171130,18,25,500.16
20171130,18,30,498.24
20171130,18,35,498.24
20171130,18,40,503.04
20171130,18,45,457.92
20171130,18,50,335.04
20171130,18,55,460.8
20171130,19,0,479.04
20171130,19,5,493.44
20171130,19,10,451.2
20171130,19,15,332.16
20171130,19,20,317.76
20171130,19,25,438.72
20171130,19,30,471.36
20171130,19,35,490.56
20171130,19,40,491.52
20171130,19,45,483.84
20171130,19,50,491.52
20171130,19,55,496.32
20171130,20,0,434.88
20171130,20,5,393.6
20171130,20,10,480.96
20171130,20,15,483.84
20171130,20,20,493.44
20171130,20,25,497.28
20171130,20,30,364.8
20171130,20,35,346.56
20171130,20,40,478.08
20171130,20,45,472.32
20171130,20,50,444.48
20171130,20,55,494.4
20171130,21,0,489.6
20171130,21,5,492.48
20171130,21,10,392.64
20171130,21,15,409.92
20171130,21,20,480.96
20171130,21,25,474.24
20171130,21,30,481.92
20171130,21,35,483.84
20171130,21,40,490.56
20171130,21,45,449.28
20171130,21,50,315.84
20171130,21,55,432
20171130,22,0,481.92
20171130,22,5,473.28
20171130,22,10,490.56
20171130,22,15,482.88
20171130,22,20,488.64
20171130,22,25,367.68
20171130,22,30,429.12
20171130,22,35,488.64
20171130,22,40,492.48
20171130,22,45,491.52
20171130,22,50,489.6
20171130,22,55,496.32
20171130,23,0,413.76
20171130,23,5,318.72
20171130,23,10,457.92
20171130,23,15,461.76
20171130,23,20,464.64
20171130,23,25,492.48
20171130,23,30,487.68
20171130,23,35,432.96
20171130,23,40,314.88
20171130,23,45,441.6
20171130,23,50,461.76
20171201,0,0,488.64
20171201,0,5,486.72
20171201,0,10,474.24
20171201,0,15,385.92
20171201,0,20,335.04
20171201,0,25,341.76
20171201,0,30,353.28
20171201,0,35,403.2
20171201,0,40,485.76
20171201,0,45,494.4
20171201,0,50,496.32
20171201,1,30,495.36
20171201,1,35,496.32
20171201,1,40,477.12
20171201,1,45,316.8
20171201,1,50,384
20171201,1,55,477.12
20171201,2,0,492.48
20171201,2,5,486.72
20171201,2,10,497.28
20171201,2,15,495.36
20171201,2,20,441.6
20171201,2,25,360
20171201,2,30,360.96
20171201,2,35,465.6
20171201,2,40,490.56
20171201,2,45,485.76
20171201,2,50,493.44
20171201,2,55,488.64
20171201,3,0,337.92
20171201,3,5,337.92
20171201,3,10,337.92
20171201,3,15,359.04
20171201,3,20,480.96
20171201,3,25,486.72
20171201,3,30,493.44
20171201,3,35,480.96
20171201,3,40,496.32
20171201,3,45,394.56
20171201,3,50,370.56
20171201,3,55,434.88
20171201,4,0,478.08
20171201,4,5,487.68
20171201,4,10,485.76
20171201,4,15,487.68
20171201,4,20,433.92
20171201,4,25,323.52
20171201,4,30,360
20171201,4,35,436.8
20171201,4,40,491.52
20171201,4,45,487.68
20171201,4,50,468.48
20171201,4,55,491.52
20171201,5,0,404.16
20171201,5,5,371.52
20171201,5,10,470.4
20171201,5,15,487.68
20171201,5,20,491.52
20171201,5,25,493.44
20171201,5,30,486.72
20171201,5,35,343.68
20171201,5,40,361.92
20171201,5,45,451.2
20171201,5,50,484.8
20171201,5,55,478.08
20171201,6,0,478.08
20171201,6,5,484.8
20171201,6,10,464.64
20171201,6,15,340.8
20171201,6,20,361.92
20171201,6,25,450.24
20171201,6,30,470.4
20171201,6,35,481.92
20171201,6,40,494.4
20171201,6,45,347.52
20171201,6,50,395.52
20171201,6,55,336.96
20171201,7,0,447.36
20171201,7,5,492.48
20171201,7,10,504.96
20171201,7,15,492.48
20171201,7,20,498.24
20171201,7,25,497.28
20171201,7,30,498.24
20171201,7,35,415.68
20171201,7,40,377.28
20171201,7,45,341.76
20171201,7,50,419.52
20171201,7,55,455.04
20171201,8,0,431.04
20171201,8,5,345.6
20171201,8,10,395.52
20171201,8,15,338.88
20171201,8,20,437.76
20171201,8,25,502.08
20171201,8,30,507.84
20171201,8,35,506.88
20171201,8,40,511.68
20171201,8,45,509.76
20171201,8,50,507.84
20171201,8,55,504.96
20171201,9,0,360
20171201,9,5,422.4
20171201,9,10,503.04
20171201,9,15,507.84
20171201,9,20,510.72
20171201,9,25,454.08
20171201,9,30,338.88
20171201,9,35,441.6
20171201,9,40,493.44
20171201,9,45,494.4
20171201,9,50,494.4
20171201,9,55,502.08
20171201,10,0,490.56
20171201,10,5,503.04
20171201,10,10,392.64
20171201,10,15,394.56
20171201,10,20,493.44
20171201,10,25,506.88
20171201,10,30,505.92
20171201,10,35,501.12
20171201,10,40,475.2
20171201,10,45,329.28
20171201,10,50,430.08
20171201,10,55,497.28
20171201,11,0,499.2
20171201,11,5,504
20171201,11,10,504
20171201,11,15,500.16
20171201,11,20,499.2
20171201,11,25,496.32
20171201,11,30,352.32
20171201,11,35,429.12
20171201,11,40,488.64
20171201,11,45,500.16
20171201,11,50,499.2
20171201,11,55,438.72
20171201,12,0,341.76
20171201,12,5,456.96
20171201,12,10,499.2
20171201,12,15,493.44
20171201,12,20,491.52
20171201,12,25,499.2
20171201,12,30,497.28
20171201,12,35,499.2
20171201,12,40,497.28
20171201,12,45,360
20171201,12,50,424.32
20171201,12,55,482.88
20171201,13,0,495.36
20171201,13,5,500.16
20171201,13,10,429.12
20171201,13,15,342.72
20171201,13,20,435.84
20171201,13,25,481.92
20171201,13,30,486.72
20171201,13,35,490.56
20171201,13,40,503.04
20171201,13,45,498.24
20171201,13,50,499.2
20171201,13,55,434.88
20171201,14,0,347.52
20171201,14,5,461.76
20171201,14,10,500.16
20171201,14,15,505.92
20171201,14,20,496.32
20171201,14,25,439.68
20171201,14,30,317.76
20171201,14,35,419.52
20171201,14,40,480.96
20171201,14,45,487.68
20171201,14,50,472.32
20171201,14,55,499.2
20171201,15,0,489.6
20171201,15,5,398.4
20171201,15,10,351.36
20171201,15,15,418.56
20171201,15,20,482.88
20171201,15,25,494.4
20171201,15,30,497.28
20171201,15,35,502.08
20171201,15,40,502.08
20171201,15,45,374.4
20171201,15,50,335.04
20171201,15,55,420.48
20171201,16,0,494.4
20171201,16,5,505.92
20171201,16,10,498.24
20171201,16,15,466.56
20171201,16,20,497.28
20171201,16,25,501.12
20171201,16,30,469.44
20171201,16,35,351.36
20171201,16,40,483.84
20171201,16,45,483.84
20171201,16,50,491.52
20171201,16,55,503.04
20171201,17,0,501.12
20171201,17,5,415.68
20171201,17,10,338.88
20171201,17,15,476.16
20171201,17,20,505.92
20171201,17,25,496.32
20171201,17,30,492.48
20171201,17,35,500.16
20171201,17,40,497.28
20171201,17,45,396.48
20171201,17,50,461.76
20171201,17,55,500.16
20171201,18,0,494.4
20171201,18,5,489.6
20171201,18,10,386.88
20171201,18,15,323.52
20171201,18,20,411.84
20171201,18,25,461.76
20171201,18,30,495.36
20171201,18,35,496.32
20171201,18,40,493.44
20171201,18,45,491.52
20171201,18,50,497.28
20171201,18,55,433.92
20171201,19,0,357.12
20171201,19,5,465.6
20171201,19,10,492.48
20171201,19,15,490.56
20171201,19,20,494.4
20171201,19,25,480.96
20171201,19,30,315.84
20171201,19,35,430.08
20171201,19,40,486.72
20171201,19,45,491.52
20171201,19,50,482.88
20171201,19,55,490.56
20171201,20,0,490.56
20171201,20,5,480.96
20171201,20,10,352.32
20171201,20,15,468.48
20171201,20,20,471.36
20171201,20,25,491.52
20171201,20,30,490.56
20171201,20,35,491.52
20171201,20,40,481.92
20171201,20,45,313.92
20171201,20,50,385.92
20171201,20,55,467.52
20171201,21,0,473.28
20171201,21,5,481.92
20171201,21,10,487.68
20171201,21,15,486.72
20171201,21,20,404.16
20171201,21,25,397.44
20171201,21,30,481.92
20171201,21,35,483.84
20171201,21,40,492.48
20171201,21,45,493.44
20171201,21,50,494.4
20171201,21,55,491.52
20171201,22,0,332.16
20171201,22,5,388.8
20171201,22,10,485.76
20171201,22,15,480.96
20171201,22,20,492.48
20171201,22,25,485.76
20171201,22,30,486.72
20171201,22,35,459.84
20171201,22,40,345.6
20171201,22,45,407.04
20171201,22,50,454.08
20171201,22,55,487.68
20171201,23,0,488.64
20171201,23,5,496.32
20171201,23,10,472.32
20171201,23,15,325.44
20171201,23,20,350.4
20171201,23,25,434.88
20171201,23,30,473.28
20171201,23,35,466.56
20171201,23,40,461.76
20171201,23,45,459.84
20171201,23,50,470.4
20171201,23,55,478.08
20171202,0,5,403.2
20171202,0,10,347.52
20171202,0,15,342.72
20171202,0,20,344.64
20171202,0,25,368.64
20171202,0,30,250.56
20171202,0,35,293.76
20171202,0,40,324.48
20171202,0,45,334.08
20171202,0,50,337.92
20171202,0,55,337.92
20171202,1,0,335.04
20171202,1,5,353.28
20171202,1,10,356.16
20171202,1,15,477.12
20171202,1,20,489.6
20171202,1,25,495.36
20171202,1,30,479.04
20171202,1,35,495.36
20171202,1,40,491.52
20171202,1,45,492.48
20171202,1,50,370.56
20171202,1,55,429.12
20171202,2,0,465.6
20171202,2,5,468.48
20171202,2,10,472.32
20171202,2,15,484.8
20171202,2,25,337.92
20171202,2,30,346.56
20171202,2,35,324.48
20171202,2,40,327.36
20171202,2,45,396.48
20171202,2,50,486.72
20171202,2,55,491.52
20171202,3,0,475.2
20171202,3,5,491.52
20171202,3,10,476.16
20171202,3,15,353.28
20171202,3,20,342.72
20171202,3,25,425.28
20171202,3,30,447.36
20171202,3,35,481.92
20171202,3,40,487.68
20171202,3,45,480
20171202,3,50,487.68
20171202,3,55,410.88
20171202,4,0,320.64
20171202,4,5,329.28
20171202,4,10,479.04
20171202,4,15,483.84
20171202,4,20,488.64
20171202,4,25,490.56
20171202,4,30,486.72
20171202,4,35,487.68
20171202,4,40,402.24
20171202,4,45,364.8
20171202,4,50,346.56
20171202,4,55,468.48
20171202,5,0,483.84
20171202,5,5,488.64
20171202,5,10,494.4
20171202,5,15,459.84
20171202,5,20,333.12
20171202,5,25,332.16
20171202,5,30,313.92
20171202,5,35,464.64
20171202,5,40,473.28
20171202,5,45,477.12
20171202,5,50,489.6
20171202,5,55,484.8
20171202,6,0,479.04
20171202,6,5,363.84
20171202,6,10,424.32
20171202,6,15,481.92
20171202,6,20,477.12
20171202,6,25,491.52
20171202,6,30,487.68
20171202,6,35,488.64
20171202,6,40,461.76
20171202,6,45,316.8
20171202,6,50,437.76
20171202,6,55,491.52
20171202,7,0,443.52
20171202,7,5,481.92
20171202,7,10,503.04
20171202,7,15,492.48
20171202,7,20,435.84
20171202,7,25,356.16
20171202,7,30,437.76
20171202,7,35,495.36
20171202,7,40,504
20171202,7,45,498.24
20171202,7,50,497.28
20171202,7,55,499.2
20171202,8,0,408.96
20171202,8,5,336.96
20171202,8,10,467.52
20171202,8,15,481.92
20171202,8,20,459.84
20171202,8,25,504
20171202,8,30,497.28
20171202,8,35,500.16
20171202,8,40,504
20171202,8,45,451.2
20171202,8,50,361.92
20171202,8,55,416.64
20171202,9,0,499.2
20171202,9,5,504
20171202,9,10,504.96
20171202,9,15,499.2
20171202,9,20,384.96
20171202,9,25,378.24
20171202,9,30,496.32
20171202,9,35,499.2
20171202,9,40,469.44
20171202,9,45,497.28
20171202,9,50,503.04
20171202,9,55,488.64
20171202,10,0,350.4
20171202,10,5,418.56
20171202,10,10,512.64
20171202,10,15,499.2
20171202,10,20,498.24
20171202,10,25,501.12
20171202,10,30,501.12
20171202,10,35,479.04
20171202,10,40,331.2
20171202,10,45,453.12
20171202,10,50,480
20171202,10,55,495.36
20171202,11,0,480
20171202,11,5,494.4
20171202,11,10,498.24
20171202,11,15,494.4
20171202,11,20,495.36
20171202,11,25,412.8
20171202,11,30,395.52
20171202,11,35,497.28
20171202,11,40,505.92
20171202,11,45,500.16
20171202,11,50,476.16
20171202,11,55,327.36
20171202,12,0,335.04
20171202,12,5,485.76
20171202,12,10,445.44
20171202,12,15,458.88
20171202,12,20,478.08
20171202,12,25,482.88
20171202,12,30,493.44
20171202,12,35,496.32
20171202,12,40,359.04
20171202,12,45,432.96
20171202,12,50,512.64
20171202,12,55,511.68
20171202,13,0,500.16
20171202,13,5,501.12
20171202,13,10,502.08
20171202,13,15,393.6
20171202,13,20,377.28
20171202,13,25,499.2
20171202,13,30,480.96
20171202,13,35,497.28
20171202,13,40,504.96
20171202,13,45,496.32
20171202,13,50,491.52
20171202,13,55,502.08
20171202,14,0,481.92
20171202,14,5,355.2
20171202,14,10,479.04
20171202,14,15,504
20171202,14,20,516.48
20171202,14,25,504.96
20171202,14,30,496.32
20171202,14,35,337.92
20171202,14,40,466.56
20171202,14,45,488.64
20171202,14,50,467.52
20171202,14,55,501.12
20171202,15,0,491.52
20171202,15,5,497.28
20171202,15,10,500.16
20171202,15,15,500.16
20171202,15,20,414.72
20171202,15,25,352.32
20171202,15,30,479.04
20171202,15,35,489.6
20171202,15,40,503.04
20171202,15,45,501.12
20171202,15,50,452.16
20171202,15,55,329.28
20171202,16,0,395.52
20171202,16,5,491.52
20171202,16,10,464.64
20171202,16,15,463.68
20171202,16,20,495.36
20171202,16,25,500.16
20171202,16,30,495.36
20171202,16,35,494.4
20171202,16,40,384
20171202,16,45,405.12
20171202,16,50,497.28
20171202,16,55,484.8
20171202,17,0,472.32
20171202,17,5,469.44
20171202,17,10,448.32
20171202,17,15,334.08
20171202,17,20,334.08
20171202,17,25,332.16
20171202,17,30,386.88
20171202,17,35,318.72
20171202,17,40,408
20171202,17,45,486.72
20171202,17,50,436.8
20171202,17,55,496.32
20171202,18,0,483.84
20171202,18,5,432
20171202,18,10,344.64
20171202,18,15,332.16
20171202,18,20,469.44
20171202,18,25,504.96
20171202,18,30,492.48
20171202,18,35,487.68
20171202,18,40,491.52
20171202,18,45,465.6
20171202,18,50,311.04
20171202,18,55,408
20171202,19,0,485.76
20171202,19,5,489.6
20171202,19,10,480
20171202,19,15,470.4
20171202,19,20,494.4
20171202,19,25,491.52
20171202,19,30,430.08
20171202,19,35,337.92
20171202,19,40,479.04
20171202,19,45,485.76
20171202,19,50,489.6
20171202,19,55,494.4
20171202,20,0,486.72
20171202,20,5,384.96
20171202,20,10,322.56
20171202,20,15,470.4
20171202,20,20,487.68
20171202,20,25,490.56
20171202,20,30,488.64
20171202,20,35,488.64
20171202,20,40,488.64
20171202,20,45,427.2
20171202,20,50,372.48
20171202,20,55,463.68
20171202,21,0,482.88
20171202,21,5,489.6
20171202,21,10,492.48
20171202,21,15,486.72
20171202,21,20,425.28
20171202,21,25,318.72
20171202,21,30,472.32
20171202,21,35,479.04
20171202,21,40,487.68
20171202,21,45,487.68
20171202,21,50,488.64
20171202,21,55,492.48
20171202,22,0,391.68
20171202,22,5,362.88
20171202,22,10,443.52
20171202,22,15,463.68
20171202,22,20,488.64
20171202,22,25,493.44
20171202,22,30,486.72
20171202,22,35,417.6
20171202,22,40,321.6
20171202,22,45,455.04
20171202,22,50,484.8
20171202,22,55,486.72
20171202,23,0,488.64
20171202,23,5,485.76
20171202,23,10,488.64
20171202,23,15,486.72
20171202,23,20,478.08
20171202,23,25,344.64
20171202,23,30,338.88
20171202,23,35,441.6
20171202,23,40,479.04
20171202,23,45,483.84
20171202,23,50,328.32
20171202,23,55,438.72
20171203,0,0,330.24
20171203,0,5,327.36
20171203,0,10,324.48
20171203,0,15,312
20171203,0,20,344.64
20171203,0,25,451.2
20171203,0,30,486.72
20171203,0,35,495.36
20171203,0,40,492.48
20171203,0,45,465.6
20171203,0,50,341.76
20171203,0,55,430.08
20171203,2,20,368.64
20171203,2,25,473.28
20171203,2,30,485.76
20171203,2,35,487.68
20171203,2,40,491.52
20171203,2,45,405.12
20171203,2,50,380.16
20171203,2,55,325.44
20171203,3,0,327.36
20171203,3,5,362.88
20171203,3,10,475.2
20171203,3,15,483.84
20171203,3,20,490.56
20171203,3,25,494.4
20171203,3,30,486.72
20171203,3,35,370.56
20171203,3,40,360
20171203,3,45,458.88
20171203,3,50,480
20171203,3,55,488.64
20171203,4,0,488.64
20171203,4,5,492.48
20171203,4,10,458.88
20171203,4,15,329.28
20171203,4,20,338.88
20171203,4,25,337.92
20171203,4,30,467.52
20171203,4,35,475.2
20171203,4,40,488.64
20171203,4,45,488.64
20171203,4,50,461.76
20171203,4,55,367.68
20171203,5,0,361.92
20171203,5,5,351.36
20171203,5,10,335.04
20171203,5,15,336
20171203,5,20,337.92
20171203,5,25,242.88
20171203,5,30,184.32
20171203,5,35,184.32
20171203,5,40,177.6
20171203,5,45,178.56
20171203,5,50,193.92
20171203,5,55,154.56
20171203,6,0,160.32
20171203,6,5,158.4
20171203,6,10,153.6
20171203,6,15,160.32
20171203,6,20,159.36
20171203,6,25,159.36
20171203,6,30,157.44
20171203,6,35,154.56
20171203,6,40,139.2
20171203,6,45,128.64
20171203,6,50,121.92
20171203,6,55,122.88
20171203,7,0,107.52
20171203,7,5,75.84
20171203,7,10,51.84
20171203,7,15,48.96
20171203,7,20,48
20171203,7,25,48
20171203,7,30,48
20171203,7,35,48
20171203,7,40,50.88
20171203,7,45,51.84
20171203,7,50,54.72
20171203,7,55,54.72
20171203,8,0,56.64
20171203,8,5,59.52
20171203,8,10,61.44
20171203,8,15,64.32
20171203,8,20,63.36
20171203,8,25,63.36
20171203,8,30,61.44
20171203,8,35,63.36
20171203,8,40,63.36
20171203,8,45,63.36
20171203,8,50,63.36
20171203,8,55,62.4
20171203,9,0,60.48
20171203,9,5,61.44
20171203,9,10,62.4
20171203,9,15,60.48
20171203,9,20,60.48
20171203,9,25,62.4
20171203,9,30,61.44
20171203,9,35,62.4
20171203,9,40,61.44
20171203,9,45,63.36
20171203,9,50,62.4
20171203,9,55,62.4
20171203,10,0,61.44
20171203,10,5,59.52
20171203,10,10,57.6
20171203,10,15,56.64
20171203,10,20,57.6
20171203,10,25,57.6
20171203,10,30,56.64
20171203,10,35,56.64
20171203,10,40,58.56
20171203,10,45,56.64
20171203,10,50,58.56
20171203,10,55,60.48
20171203,11,0,62.4
20171203,11,5,61.44
20171203,11,10,57.6
20171203,11,15,61.44
20171203,11,20,63.36
20171203,11,25,66.24
20171203,11,30,70.08
20171203,11,35,72
20171203,11,40,72
20171203,11,45,68.16
20171203,11,50,64.32
20171203,11,55,62.4
20171203,12,0,63.36
20171203,12,5,62.4
20171203,12,10,63.36
20171203,12,15,64.32
20171203,12,20,64.32
20171203,12,25,64.32
20171203,12,30,64.32
20171203,12,35,65.28
20171203,12,40,65.28
20171203,12,45,66.24
20171203,12,50,65.28
20171203,12,55,66.24
20171203,13,0,67.2
20171203,13,5,65.28
20171203,13,10,67.2
20171203,13,15,69.12
20171203,13,20,68.16
20171203,13,25,68.16
20171203,13,30,68.16
20171203,13,35,67.2
20171203,13,40,68.16
20171203,13,45,67.2
20171203,13,50,68.16
20171203,13,55,66.24
20171203,14,0,66.24
20171203,14,5,66.24
20171203,14,10,67.2
20171203,14,15,65.28
20171203,14,20,66.24
20171203,14,25,68.16
20171203,14,30,66.24
20171203,14,35,64.32
20171203,14,40,64.32
20171203,14,45,65.28
20171203,14,50,72
20171203,14,55,82.56
20171203,15,0,79.68
20171203,15,5,78.72
20171203,15,10,78.72
20171203,15,15,75.84
20171203,15,20,74.88
20171203,15,25,75.84
20171203,15,30,75.84
20171203,15,35,76.8
20171203,15,40,73.92
20171203,15,45,72.96
20171203,15,50,72.96
20171203,15,55,64.32
20171203,16,0,59.52
20171203,16,5,59.52
20171203,16,10,59.52
20171203,16,15,58.56
20171203,16,20,59.52
20171203,16,25,58.56
20171203,16,30,60.48
20171203,16,35,60.48
20171203,16,40,59.52
20171203,16,45,59.52
20171203,16,50,59.52
20171203,16,55,58.56
20171203,17,0,59.52
20171203,17,5,60.48
20171203,17,10,60.48
20171203,17,15,60.48
20171203,17,20,60.48
20171203,17,25,61.44
20171203,17,30,57.6
20171203,17,35,52.8
20171203,17,40,57.6
20171203,17,45,66.24
20171203,17,50,66.24
20171203,17,55,67.2
20171203,18,0,67.2
20171203,18,5,67.2
20171203,18,10,66.24
20171203,18,15,67.2
20171203,18,20,66.24
20171203,18,25,67.2
20171203,18,30,66.24
20171203,18,35,66.24
20171203,18,40,67.2
20171203,18,45,67.2
20171203,18,50,66.24
20171203,18,55,67.2
20171203,19,0,66.24
20171203,19,5,67.2
20171203,19,10,66.24
20171203,19,15,67.2
20171203,19,20,67.2
20171203,19,25,68.16
20171203,19,30,67.2
20171203,19,35,62.4
20171203,19,40,62.4
20171203,19,45,62.4
20171203,20,0,61.44
20171203,20,5,61.44
20171203,20,10,63.36
20171203,20,15,84.48
20171203,20,20,92.16
20171203,20,25,93.12
20171203,20,30,92.16
20171203,20,35,92.16
20171203,20,40,93.12
20171203,20,45,93.12
20171203,20,50,96
20171203,20,55,144
20171203,21,0,145.92
20171203,21,5,145.92
20171203,21,10,144.96
20171203,21,15,144.96
20171203,21,20,144.96
20171203,21,25,159.36
20171203,21,30,228.48
20171203,21,35,231.36
20171203,21,40,231.36
20171203,21,45,234.24
20171203,21,50,237.12
20171203,21,55,237.12
20171203,22,0,237.12
20171203,22,5,236.16
20171203,22,10,77.76
20171203,22,15,61.44
20171203,22,20,72
20171203,22,25,92.16
20171203,22,30,91.2
20171203,22,35,119.04
20171203,22,40,269.76
20171203,22,45,272.64
20171203,22,50,290.88
20171203,22,55,146.88
20171203,23,0,145.92
20171203,23,5,144.96
20171203,23,10,145.92
20171203,23,15,144.96
20171203,23,20,145.92
20171203,23,25,145.92
20171203,23,30,144.96
20171203,23,35,135.36
20171203,23,40,134.4
20171203,23,45,61.44
20171203,23,50,53.76
20171203,23,55,86.4
20171204,0,0,139.2
20171204,0,5,140.16
20171204,0,10,142.08
20171204,0,15,140.16
20171204,0,20,145.92
20171204,0,25,147.84
20171204,0,30,146.88
20171204,0,35,132.48
20171204,0,40,72.96
20171204,0,45,54.72
20171204,0,50,51.84
20171204,0,55,60.48
20171204,1,0,51.84
20171204,1,5,50.88
20171204,1,10,50.88
20171204,1,15,50.88
20171204,1,20,50.88
20171204,1,25,50.88
20171204,1,30,50.88
20171204,1,35,50.88
20171204,1,40,50.88
20171204,1,45,50.88
20171204,1,50,49.92
20171204,1,55,50.88
20171204,2,0,48.96
20171204,2,5,50.88
20171204,2,10,49.92
20171204,2,15,49.92
20171204,2,20,49.92
20171204,2,25,49.92
20171204,2,30,49.92
20171204,2,35,50.88
20171204,2,40,49.92
20171204,2,45,49.92
20171204,2,50,47.04
20171204,2,55,47.04
20171204,3,0,46.08
20171204,3,5,47.04
20171204,3,10,47.04
20171204,3,15,47.04
20171204,3,20,47.04
20171204,3,25,47.04
20171204,3,30,46.08
20171204,3,35,43.2
20171204,3,40,42.24
20171204,3,45,41.28
20171204,3,50,42.24
20171204,3,55,46.08
20171204,4,0,47.04
20171204,4,5,48
20171204,4,10,48
20171204,4,15,48
20171204,4,20,47.04
20171204,4,25,48
20171204,4,30,48.96
20171204,4,35,58.56
20171204,4,40,59.52
20171204,4,45,58.56
20171204,4,50,58.56
20171204,4,55,62.4
20171204,5,0,62.4
20171204,5,5,62.4
20171204,5,10,62.4
20171204,5,15,62.4
20171204,5,20,61.44
20171204,5,25,63.36
20171204,5,30,61.44
20171204,5,35,56.64
20171204,5,40,57.6
20171204,5,45,68.16
20171204,5,50,74.88
20171204,5,55,79.68
