ymd,h,m,v
20171212,10,50,510.72
20171212,10,55,511.68
20171212,11,0,499.2
20171212,11,5,359.04
20171212,11,10,407.04
20171212,11,15,463.68
20171212,11,20,504.96
20171212,11,25,513.6
20171212,11,30,504.96
20171212,11,35,409.92
20171212,11,40,333.12
20171212,11,45,373.44
20171212,11,50,496.32
20171212,11,55,497.28
20171212,12,0,465.6
20171212,12,5,496.32
20171212,12,10,492.48
20171212,12,15,488.64
20171212,12,20,500.16
20171212,12,25,356.16
20171212,12,30,398.4
20171212,12,35,504
20171212,12,40,508.8
20171212,12,45,505.92
20171212,12,50,504
20171212,12,55,416.64
20171212,13,0,330.24
20171212,13,5,427.2
20171212,13,10,492.48
20171212,13,15,496.32
20171212,13,20,481.92
20171212,13,25,461.76
20171212,13,30,353.28
20171212,13,35,403.2
20171212,13,40,485.76
20171212,13,45,499.2
20171212,13,50,503.04
20171212,13,55,502.08
20171212,14,0,494.4
20171212,14,5,419.52
20171212,14,10,331.2
20171212,14,15,396.48
20171212,14,20,450.24
20171212,14,25,499.2
20171212,14,30,497.28
20171212,14,35,500.16
20171212,14,40,498.24
20171212,14,45,491.52
20171212,14,50,352.32
20171212,14,55,380.16
20171212,15,0,444.48
20171212,15,5,492.48
20171212,15,10,500.16
20171212,15,15,499.2
20171212,15,20,503.04
20171212,15,25,347.52
20171212,15,30,364.8
20171212,15,35,456
20171212,15,40,503.04
20171212,15,45,505.92
20171212,15,50,492.48
20171212,15,55,501.12
20171212,16,0,474.24
20171212,16,5,349.44
20171212,16,10,408.96
20171212,16,15,492.48
20171212,16,20,501.12
20171212,16,25,499.2
20171212,16,30,501.12
20171212,16,35,499.2
20171212,16,40,399.36
20171212,16,45,370.56
20171212,16,50,481.92
20171212,16,55,504
20171212,17,0,483.84
20171212,17,5,465.6
20171212,17,10,503.04
20171212,17,15,494.4
20171212,17,20,502.08
20171212,17,25,436.8
20171212,17,30,338.88
20171212,17,35,447.36
20171212,17,40,489.6
20171212,17,45,506.88
20171212,17,50,508.8
20171212,17,55,483.84
20171212,18,0,328.32
20171212,18,5,340.8
20171212,18,10,428.16
20171212,18,15,476.16
20171212,18,20,491.52
20171212,18,25,495.36
20171212,18,30,492.48
20171212,18,35,491.52
20171212,18,40,497.28
20171212,18,45,454.08
20171212,18,50,328.32
20171212,18,55,408
20171212,19,0,469.44
20171212,19,5,488.64
20171212,19,10,500.16
20171212,19,15,494.4
20171212,19,20,392.64
20171212,19,25,323.52
20171212,19,30,376.32
20171212,19,35,458.88
20171212,19,40,494.4
20171212,19,45,491.52
20171212,19,50,486.72
20171212,19,55,494.4
20171212,20,0,490.56
20171212,20,5,434.88
20171212,20,10,338.88
20171212,20,15,437.76
20171212,20,20,483.84
20171212,20,25,493.44
20171212,20,30,491.52
20171212,20,35,491.52
20171212,20,40,489.6
20171212,20,45,334.08
20171212,20,50,337.92
20171212,20,55,466.56
20171212,21,0,491.52
20171212,21,5,477.12
20171212,21,10,470.4
20171212,21,15,493.44
20171212,21,20,488.64
20171212,21,25,472.32
20171212,21,30,359.04
20171212,21,35,350.4
20171212,21,40,476.16
20171212,21,45,486.72
20171212,21,50,492.48
20171212,21,55,494.4
20171212,22,0,479.04
20171212,22,5,414.72
20171212,22,10,327.36
20171212,22,15,334.08
20171212,22,20,460.8
20171212,22,25,477.12
20171212,22,30,443.52
20171212,22,35,494.4
20171212,22,40,497.28
20171212,22,45,494.4
20171212,22,50,487.68
20171212,22,55,340.8
20171212,23,0,430.08
20171212,23,5,481.92
20171212,23,10,496.32
20171212,23,15,493.44
20171212,23,20,494.4
20171212,23,25,495.36
20171212,23,30,489.6
20171212,23,35,341.76
20171212,23,40,372.48
20171212,23,45,420.48
20171212,23,50,457.92
20171212,23,55,457.92
20171213,0,0,455.04
20171213,0,5,472.32
20171213,0,10,479.04
20171213,0,15,490.56
20171213,0,20,427.2
20171213,0,25,359.04
20171213,0,30,357.12
20171213,0,35,341.76
20171213,0,40,398.4
20171213,0,45,450.24
20171213,0,50,481.92
20171213,0,55,446.4
20171213,1,0,336
20171213,1,5,336
20171213,1,10,335.04
20171213,1,15,374.4
20171213,1,20,338.88
20171213,1,25,340.8
20171213,1,30,418.56
20171213,1,35,443.52
20171213,1,40,491.52
20171213,1,45,472.32
20171213,1,50,484.8
20171213,1,55,493.44
20171213,2,0,488.64
20171213,2,5,350.4
20171213,2,10,403.2
20171213,2,15,458.88
20171213,2,20,484.8
20171213,2,25,488.64
20171213,2,30,486.72
20171213,2,35,491.52
20171213,2,40,475.2
20171213,2,45,330.24
20171213,2,50,316.8
20171213,2,55,413.76
20171213,3,0,466.56
20171213,3,5,488.64
20171213,3,10,493.44
20171213,3,15,486.72
20171213,3,20,488.64
20171213,3,25,476.16
20171213,3,30,343.68
20171213,3,35,390.72
20171213,3,40,473.28
20171213,3,45,480
20171213,3,50,485.76
20171213,3,55,486.72
20171213,4,0,486.72
20171213,4,5,466.56
20171213,4,10,327.36
20171213,4,15,340.8
20171213,4,20,448.32
20171213,4,25,483.84
20171213,4,30,473.28
20171213,4,35,467.52
20171213,4,40,483.84
20171213,4,45,486.72
20171213,4,50,438.72
20171213,4,55,345.6
20171213,5,0,444.48
20171213,5,5,473.28
20171213,5,10,487.68
20171213,5,15,485.76
20171213,5,20,482.88
20171213,5,25,482.88
20171213,5,30,481.92
20171213,5,35,339.84
20171213,5,40,339.84
20171213,5,45,325.44
20171213,5,50,421.44
20171213,5,55,461.76
20171213,6,0,485.76
20171213,6,5,484.8
20171213,6,10,488.64
20171213,6,15,488.64
20171213,6,20,405.12
20171213,6,25,359.04
20171213,6,30,355.2
20171213,6,35,357.12
20171213,6,40,348.48
20171213,6,45,385.92
20171213,6,50,461.76
20171213,6,55,496.32
20171213,7,0,482.88
20171213,7,5,335.04
20171213,7,10,325.44
20171213,7,15,365.76
20171213,7,20,330.24
20171213,7,25,370.56
20171213,7,30,468.48
20171213,7,35,500.16
20171213,7,40,499.2
20171213,7,45,486.72
20171213,7,50,501.12
20171213,7,55,504
20171213,8,0,501.12
20171213,8,5,487.68
20171213,8,10,360
20171213,8,15,435.84
20171213,8,20,455.04
20171213,8,25,505.92
20171213,8,30,508.8
20171213,8,35,509.76
20171213,8,40,370.56
20171213,8,45,333.12
20171213,8,50,391.68
20171213,8,55,432
20171213,9,0,465.6
20171213,9,5,506.88
20171213,9,10,508.8
20171213,9,15,508.8
20171213,9,20,367.68
20171213,9,25,365.76
20171213,9,30,479.04
20171213,9,35,509.76
20171213,9,40,505.92
20171213,9,45,507.84
20171213,9,50,508.8
20171213,9,55,433.92
20171213,10,0,334.08
20171213,10,5,393.6
20171213,10,10,461.76
20171213,10,15,497.28
20171213,10,20,495.36
20171213,10,25,504.96
20171213,10,30,503.04
20171213,10,35,451.2
20171213,10,40,371.52
20171213,10,45,459.84
20171213,10,50,502.08
20171213,10,55,508.8
20171213,11,0,502.08
20171213,11,5,508.8
20171213,11,10,509.76
20171213,11,15,355.2
20171213,11,20,333.12
20171213,11,25,404.16
20171213,11,30,478.08
20171213,11,35,512.64
20171213,11,40,504
20171213,11,45,462.72
20171213,11,50,502.08
20171213,11,55,484.8
20171213,12,0,380.16
20171213,12,5,462.72
20171213,12,10,501.12
20171213,12,15,502.08
20171213,12,20,493.44
20171213,12,25,501.12
20171213,12,30,452.16
20171213,12,35,338.88
20171213,12,40,405.12
20171213,12,45,440.64
20171213,12,50,489.6
20171213,12,55,496.32
20171213,13,0,504.96
20171213,13,5,507.84
20171213,13,10,502.08
20171213,13,15,469.44
20171213,13,20,360
20171213,13,25,351.36
20171213,13,30,434.88
20171213,13,35,489.6
20171213,13,40,505.92
20171213,13,45,501.12
20171213,13,50,399.36
20171213,13,55,387.84
20171213,14,0,446.4
20171213,14,5,499.2
20171213,14,10,491.52
20171213,14,15,499.2
20171213,14,20,500.16
20171213,14,25,496.32
20171213,14,30,494.4
20171213,14,35,385.92
20171213,14,40,376.32
20171213,14,45,465.6
20171213,14,50,496.32
20171213,14,55,496.32
20171213,15,0,495.36
20171213,15,5,435.84
20171213,15,10,347.52
20171213,15,15,427.2
20171213,15,20,479.04
20171213,15,25,496.32
20171213,15,30,487.68
20171213,15,35,496.32
20171213,15,40,494.4
20171213,15,45,487.68
20171213,15,50,488.64
20171213,15,55,395.52
20171213,16,0,424.32
20171213,16,5,473.28
20171213,16,10,503.04
20171213,16,15,494.4
20171213,16,20,504
20171213,16,25,348.48
20171213,16,30,372.48
20171213,16,35,456
20171213,16,40,485.76
20171213,16,45,498.24
20171213,16,50,484.8
20171213,16,55,494.4
20171213,17,0,497.28
20171213,17,5,418.56
20171213,17,10,383.04
20171213,17,15,368.64
20171213,17,20,447.36
20171213,17,25,492.48
20171213,17,30,497.28
20171213,17,35,497.28
20171213,17,40,498.24
20171213,17,45,388.8
20171213,17,50,365.76
20171213,17,55,431.04
20171213,18,0,459.84
20171213,18,5,488.64
20171213,18,10,477.12
20171213,18,15,497.28
20171213,18,20,488.64
20171213,18,25,497.28
20171213,18,30,423.36
20171213,18,35,336
20171213,18,40,419.52
20171213,18,45,460.8
20171213,18,50,495.36
20171213,18,55,496.32
20171213,19,0,489.6
20171213,19,5,412.8
20171213,19,10,336
20171213,19,15,363.84
20171213,19,20,456
20171213,19,25,481.92
20171213,19,30,480.96
20171213,19,35,486.72
20171213,19,40,486.72
20171213,19,45,480.96
20171213,19,50,482.88
20171213,19,55,341.76
20171213,20,0,392.64
20171213,20,5,464.64
20171213,20,10,487.68
20171213,20,15,482.88
20171213,20,20,485.76
20171213,20,25,488.64
20171213,20,30,319.68
20171213,20,35,364.8
20171213,20,40,463.68
20171213,20,45,480.96
20171213,20,50,480.96
20171213,20,55,484.8
20171213,21,0,481.92
20171213,21,5,484.8
20171213,21,10,492.48
20171213,21,15,413.76
20171213,21,20,357.12
20171213,21,25,435.84
20171213,21,30,476.16
20171213,21,35,485.76
20171213,21,40,485.76
20171213,21,45,483.84
20171213,21,50,328.32
20171213,21,55,353.28
20171213,22,0,439.68
20171213,22,5,480.96
20171213,22,10,470.4
20171213,22,15,468.48
20171213,22,20,485.76
20171213,22,25,489.6
20171213,22,30,430.08
20171213,22,35,341.76
20171213,22,40,409.92
20171213,22,45,470.4
20171213,22,50,486.72
20171213,22,55,493.44
20171213,23,0,486.72
20171213,23,5,487.68
20171213,23,10,399.36
20171213,23,15,331.2
20171213,23,20,426.24
20171213,23,25,460.8
20171213,23,30,457.92
20171213,23,35,447.36
20171213,23,40,462.72
20171213,23,45,474.24
20171213,23,50,480.96
20171213,23,55,493.44
20171214,0,0,400.32
20171214,0,5,342.72
20171214,0,10,341.76
20171214,0,15,338.88
20171214,0,20,344.64
20171214,0,25,347.52
20171214,0,30,273.6
20171214,0,35,346.56
20171214,0,40,364.8
20171214,0,45,327.36
20171214,0,50,327.36
20171214,0,55,333.12
20171214,1,0,330.24
20171214,1,5,331.2
20171214,1,10,322.56
20171214,1,15,315.84
20171214,1,20,315.84
20171214,1,25,338.88
20171214,1,30,328.32
20171214,1,35,400.32
20171214,1,40,450.24
20171214,1,45,488.64
20171214,1,50,482.88
20171214,1,55,404.16
20171214,2,0,359.04
20171214,2,5,376.32
20171214,2,10,355.2
20171214,2,15,342.72
20171214,2,20,383.04
20171214,2,25,453.12
20171214,2,30,482.88
20171214,2,35,484.8
20171214,2,40,490.56
20171214,2,45,461.76
20171214,2,50,353.28
20171214,2,55,322.56
20171214,3,0,372.48
20171214,3,5,466.56
20171214,3,10,470.4
20171214,3,15,459.84
20171214,3,20,486.72
20171214,3,25,485.76
20171214,3,30,482.88
20171214,3,35,484.8
20171214,3,40,405.12
20171214,3,45,376.32
20171214,3,50,447.36
20171214,3,55,476.16
20171214,4,0,481.92
20171214,4,5,482.88
20171214,4,10,436.8
20171214,4,15,318.72
20171214,4,20,316.8
20171214,4,25,354.24
20171214,4,30,312.96
20171214,4,35,404.16
20171214,4,40,461.76
20171214,4,45,483.84
20171214,4,50,475.2
20171214,4,55,488.64
20171214,5,0,487.68
20171214,5,5,401.28
20171214,5,10,352.32
20171214,5,15,348.48
20171214,5,20,433.92
20171214,5,25,467.52
20171214,5,30,485.76
20171214,5,35,490.56
20171214,5,40,492.48
20171214,5,45,475.2
20171214,5,50,332.16
20171214,5,55,330.24
20171214,6,0,314.88
20171214,6,5,411.84
20171214,6,10,468.48
20171214,6,15,487.68
20171214,6,20,486.72
20171214,6,25,488.64
20171214,6,30,488.64
20171214,6,35,475.2
20171214,6,40,359.04
20171214,6,45,355.2
20171214,6,50,338.88
20171214,6,55,418.56
20171214,7,0,444.48
20171214,7,5,486.72
20171214,7,10,466.56
20171214,7,15,493.44
20171214,7,20,339.84
20171214,7,25,337.92
20171214,7,30,345.6
20171214,7,35,330.24
20171214,7,40,384.96
20171214,7,45,430.08
20171214,7,50,490.56
20171214,7,55,500.16
20171214,8,0,502.08
20171214,8,5,504
20171214,8,10,508.8
20171214,8,15,480.96
20171214,8,20,401.28
20171214,8,25,412.8
20171214,8,30,459.84
20171214,8,35,498.24
20171214,8,40,505.92
20171214,8,45,504.96
20171214,8,50,456
20171214,8,55,336.96
20171214,9,0,383.04
20171214,9,5,471.36
20171214,9,10,505.92
20171214,9,15,487.68
20171214,9,20,507.84
20171214,9,25,508.8
20171214,9,30,507.84
20171214,9,35,434.88
20171214,9,40,366.72
20171214,9,45,458.88
20171214,9,50,488.64
20171214,9,55,506.88
20171214,10,0,503.04
20171214,10,5,508.8
20171214,10,10,466.56
20171214,10,15,344.64
20171214,10,20,334.08
20171214,10,25,401.28
20171214,10,30,463.68
20171214,10,35,498.24
20171214,10,40,499.2
20171214,10,45,504
20171214,10,50,507.84
20171214,10,55,508.8
20171214,11,0,365.76
20171214,11,5,380.16
20171214,11,10,486.72
20171214,11,15,504
20171214,11,20,511.68
20171214,11,25,504
20171214,11,30,502.08
20171214,11,35,475.2
20171214,11,40,333.12
20171214,11,45,381.12
20171214,11,50,482.88
20171214,11,55,497.28
20171214,12,0,490.56
20171214,12,5,490.56
20171214,12,10,491.52
20171214,12,15,490.56
20171214,12,20,491.52
20171214,12,25,496.32
20171214,12,30,426.24
20171214,12,35,360
20171214,12,40,487.68
20171214,12,45,497.28
20171214,12,50,500.16
20171214,12,55,470.4
20171214,13,0,330.24
20171214,13,5,364.8
20171214,13,10,440.64
20171214,13,15,477.12
20171214,13,20,494.4
20171214,13,25,496.32
20171214,13,30,497.28
20171214,13,35,475.2
20171214,13,40,370.56
20171214,13,45,453.12
20171214,13,50,488.64
20171214,13,55,501.12
20171214,14,0,499.2
20171214,14,5,501.12
20171214,14,10,501.12
20171214,14,15,389.76
20171214,14,20,328.32
20171214,14,25,426.24
20171214,14,30,492.48
20171214,14,35,499.2
20171214,14,40,479.04
20171214,14,45,492.48
20171214,14,50,497.28
20171214,14,55,504
20171214,15,0,365.76
20171214,15,5,390.72
20171214,15,10,471.36
20171214,15,15,496.32
20171214,15,20,500.16
20171214,15,25,501.12
20171214,15,30,493.44
20171214,15,35,411.84
20171214,15,40,329.28
20171214,15,45,436.8
20171214,15,50,484.8
20171214,15,55,495.36
20171214,16,0,457.92
20171214,16,5,482.88
20171214,16,10,497.28
20171214,16,15,496.32
20171214,16,20,471.36
20171214,16,25,353.28
20171214,16,30,415.68
20171214,16,35,476.16
20171214,16,40,497.28
20171214,16,45,499.2
20171214,16,50,502.08
20171214,16,55,420.48
20171214,17,0,322.56
20171214,17,5,387.84
20171214,17,10,470.4
20171214,17,15,485.76
20171214,17,20,483.84
20171214,17,25,497.28
20171214,17,30,493.44
20171214,17,35,498.24
20171214,17,40,410.88
20171214,17,45,361.92
20171214,17,50,384
20171214,17,55,456.96
20171214,18,0,489.6
20171214,18,5,496.32
20171214,18,10,417.6
20171214,18,15,317.76
20171214,18,20,400.32
20171214,18,25,489.6
20171214,18,30,459.84
20171214,18,35,496.32
20171214,18,40,497.28
20171214,18,45,490.56
20171214,18,50,493.44
20171214,18,55,374.4
20171214,19,0,363.84
20171214,19,5,443.52
20171214,19,10,477.12
20171214,19,15,481.92
20171214,19,20,484.8
20171214,19,25,487.68
20171214,19,30,465.6
20171214,19,35,306.24
20171214,19,40,378.24
20171214,19,45,463.68
20171214,19,50,477.12
20171214,19,55,481.92
20171214,20,0,481.92
20171214,20,5,485.76
20171214,20,10,476.16
20171214,20,15,343.68
20171214,20,20,416.64
20171214,20,25,488.64
20171214,20,30,489.6
20171214,20,35,487.68
20171214,20,40,490.56
20171214,20,45,488.64
20171214,20,50,393.6
20171214,20,55,338.88
20171214,21,0,476.16
20171214,21,5,483.84
20171214,21,10,451.2
20171214,21,15,484.8
20171214,21,20,486.72
20171214,21,25,485.76
20171214,21,30,483.84
20171214,21,35,407.04
20171214,21,40,381.12
20171214,21,45,483.84
20171214,21,50,480.96
20171214,21,55,491.52
20171214,22,0,481.92
20171214,22,5,487.68
20171214,22,10,359.04
20171214,22,15,336.96
20171214,22,20,474.24
20171214,22,25,485.76
20171214,22,30,461.76
20171214,22,35,487.68
20171214,22,40,488.64
20171214,22,45,483.84
20171214,22,50,486.72
20171214,22,55,411.84
20171214,23,0,388.8
20171214,23,5,466.56
20171214,23,10,471.36
20171214,23,15,463.68
20171214,23,20,471.36
20171214,23,25,489.6
20171214,23,30,391.68
20171214,23,35,328.32
20171214,23,40,330.24
20171214,23,45,327.36
20171214,23,50,353.28
20171214,23,55,311.04
20171215,0,0,388.8
20171215,0,5,482.88
20171215,0,10,475.2
20171215,0,15,482.88
20171215,0,20,484.8
20171215,0,25,352.32
20171215,0,30,353.28
20171215,0,35,479.04
20171215,0,40,491.52
20171215,0,45,489.6
20171215,0,50,490.56
20171215,0,55,491.52
20171215,1,0,486.72
20171215,1,5,489.6
20171215,1,10,364.8
20171215,1,15,336
20171215,1,20,475.2
20171215,1,25,477.12
20171215,1,30,453.12
20171215,1,35,489.6
20171215,1,40,488.64
20171215,1,45,488.64
20171215,1,50,480.96
20171215,1,55,343.68
20171215,2,0,416.64
20171215,2,5,480
20171215,2,10,492.48
20171215,2,15,485.76
20171215,2,20,491.52
20171215,2,25,493.44
20171215,2,30,456.96
20171215,2,35,329.28
20171215,2,40,318.72
20171215,2,45,424.32
20171215,2,50,479.04
20171215,2,55,480.96
20171215,3,0,469.44
20171215,3,5,480
20171215,3,10,481.92
20171215,3,15,480.96
20171215,3,20,364.8
20171215,3,25,326.4
20171215,3,30,412.8
20171215,3,35,458.88
20171215,3,40,476.16
20171215,3,45,482.88
20171215,3,50,484.8
20171215,3,55,460.8
20171215,4,0,341.76
20171215,4,5,343.68
20171215,4,10,342.72
20171215,4,15,336.96
20171215,4,20,360.96
20171215,4,25,318.72
20171215,4,30,391.68
20171215,4,35,476.16
20171215,4,40,490.56
20171215,4,45,492.48
20171215,4,50,491.52
20171215,4,55,378.24
20171215,5,0,370.56
20171215,5,5,367.68
20171215,5,10,348.48
20171215,5,15,393.6
20171215,5,20,486.72
20171215,5,25,481.92
20171215,5,30,493.44
20171215,5,35,499.2
20171215,5,40,492.48
20171215,5,45,355.2
20171215,5,50,354.24
20171215,5,55,326.4
20171215,6,0,315.84
20171215,6,5,361.92
20171215,6,10,465.6
20171215,6,15,484.8
20171215,6,20,490.56
20171215,6,25,482.88
20171215,6,30,485.76
20171215,6,35,425.28
20171215,6,40,367.68
20171215,6,45,341.76
20171215,6,50,455.04
20171215,6,55,490.56
20171215,7,0,498.24
20171215,7,5,493.44
20171215,7,10,494.4
20171215,7,15,440.64
20171215,7,20,324.48
20171215,7,25,363.84
20171215,7,30,427.2
20171215,7,35,494.4
20171215,7,40,481.92
20171215,7,45,487.68
20171215,7,50,499.2
20171215,7,55,501.12
20171215,8,0,495.36
20171215,8,5,414.72
20171215,8,10,375.36
20171215,8,15,448.32
20171215,8,20,477.12
20171215,8,25,506.88
20171215,8,30,505.92
20171215,8,35,505.92
20171215,8,40,381.12
20171215,8,45,337.92
20171215,8,50,414.72
20171215,8,55,333.12
20171215,9,0,393.6
20171215,9,5,488.64
20171215,9,10,507.84
20171215,9,15,499.2
20171215,9,20,495.36
20171215,9,25,506.88
20171215,9,30,497.28
20171215,9,35,360
20171215,9,40,395.52
20171215,9,45,480.96
20171215,9,50,496.32
20171215,9,55,504
20171215,10,0,504
20171215,10,5,504.96
20171215,10,10,370.56
20171215,10,15,347.52
20171215,10,20,375.36
20171215,10,25,399.36
20171215,10,30,339.84
20171215,10,35,481.92
20171215,10,40,489.6
20171215,10,45,481.92
20171215,10,50,502.08
20171215,10,55,504.96
20171215,11,0,494.4
20171215,11,5,403.2
20171215,11,10,365.76
20171215,11,15,360.96
20171215,11,20,348.48
20171215,11,25,436.8
20171215,11,30,487.68
20171215,11,35,499.2
20171215,11,40,510.72
20171215,11,45,348.48
20171215,11,50,321.6
20171215,11,55,314.88
20171215,12,0,390.72
20171215,12,5,310.08
20171215,12,10,389.76
20171215,12,15,472.32
20171215,12,20,488.64
20171215,12,25,485.76
20171215,12,30,498.24
20171215,12,35,504.96
20171215,12,40,508.8
20171215,12,45,388.8
20171215,12,50,358.08
20171215,12,55,450.24
20171215,13,0,504
20171215,13,5,505.92
20171215,13,10,509.76
20171215,13,15,504.96
20171215,13,20,496.32
20171215,13,25,336
20171215,13,30,370.56
20171215,13,35,498.24
20171215,13,40,458.88
20171215,13,45,485.76
20171215,13,50,487.68
20171215,13,55,501.12
20171215,14,0,499.2
20171215,14,5,504.96
20171215,14,10,442.56
20171215,14,15,346.56
20171215,14,20,467.52
20171215,14,25,506.88
20171215,14,30,505.92
20171215,14,35,501.12
20171215,14,40,508.8
20171215,14,45,488.64
20171215,14,50,342.72
20171215,14,55,332.16
20171215,15,0,460.8
20171215,15,5,503.04
20171215,15,10,456
20171215,15,15,486.72
20171215,15,20,508.8
20171215,15,25,513.6
20171215,15,30,503.04
20171215,15,35,507.84
20171215,15,40,463.68
20171215,15,45,365.76
20171215,15,50,350.4
20171215,15,55,472.32
20171215,16,0,499.2
20171215,16,5,502.08
20171215,16,10,500.16
20171215,16,15,393.6
20171215,16,20,342.72
20171215,16,25,351.36
20171215,16,30,343.68
20171215,16,35,353.28
20171215,16,40,482.88
20171215,16,45,489.6
20171215,16,50,502.08
20171215,16,55,498.24
20171215,17,0,490.56
20171215,17,5,509.76
20171215,17,10,462.72
20171215,17,15,406.08
20171215,17,20,379.2
20171215,17,25,474.24
20171215,17,30,490.56
20171215,17,35,504
20171215,17,40,503.04
20171215,17,45,497.28
20171215,17,50,374.4
20171215,17,55,347.52
20171215,18,0,344.64
20171215,18,5,349.44
20171215,18,10,382.08
20171215,18,15,362.88
20171215,18,20,415.68
20171215,18,25,470.4
20171215,18,30,499.2
20171215,18,35,504
20171215,18,40,499.2
20171215,18,45,349.44
20171215,18,50,387.84
20171215,18,55,446.4
20171215,19,0,474.24
20171215,19,5,493.44
20171215,19,10,497.28
20171215,19,15,495.36
20171215,19,20,488.64
20171215,19,25,326.4
20171215,19,30,323.52
20171215,19,35,413.76
20171215,19,40,470.4
20171215,19,45,484.8
20171215,19,50,480
20171215,19,55,485.76
20171215,20,0,482.88
20171215,20,5,487.68
20171215,20,10,406.08
20171215,20,15,369.6
20171215,20,20,432
20171215,20,25,475.2
20171215,20,30,480
20171215,20,35,475.2
20171215,20,40,476.16
20171215,20,45,439.68
20171215,20,50,311.04
20171215,20,55,360
20171215,21,0,461.76
20171215,21,5,482.88
20171215,21,10,485.76
20171215,21,15,480.96
20171215,21,20,481.92
20171215,21,25,482.88
20171215,21,30,481.92
20171215,21,35,385.92
20171215,21,40,398.4
20171215,21,45,427.2
20171215,21,50,473.28
20171215,21,55,484.8
20171215,22,0,479.04
20171215,22,5,481.92
20171215,22,10,336.96
20171215,22,15,337.92
20171215,22,20,402.24
20171215,22,25,435.84
20171215,22,30,481.92
20171215,22,35,480.96
20171215,22,40,487.68
20171215,22,45,482.88
20171215,22,50,480
20171215,22,55,367.68
20171215,23,0,399.36
20171215,23,5,479.04
20171215,23,10,486.72
20171215,23,15,481.92
20171215,23,20,482.88
20171215,23,25,482.88
20171215,23,30,437.76
20171215,23,35,295.68
20171215,23,40,416.64
20171215,23,45,450.24
20171215,23,50,404.16
20171215,23,55,466.56
20171216,0,0,474.24
20171216,0,5,481.92
20171216,0,10,480.96
20171216,0,15,483.84
20171216,0,20,475.2
20171216,0,25,349.44
20171216,0,30,360.96
20171216,0,35,347.52
20171216,0,40,340.8
20171216,0,45,360.96
20171216,0,50,473.28
20171216,0,55,441.6
20171216,1,0,327.36
20171216,1,5,323.52
20171216,1,10,322.56
20171216,1,15,362.88
20171216,1,20,316.8
20171216,1,25,348.48
20171216,1,30,456
20171216,1,35,465.6
20171216,1,40,444.48
20171216,1,45,485.76
20171216,1,50,483.84
20171216,1,55,487.68
20171216,2,0,488.64
20171216,2,5,488.64
20171216,2,10,408
20171216,2,15,373.44
20171216,2,20,367.68
20171216,2,25,478.08
20171216,2,30,470.4
20171216,2,35,482.88
20171216,2,40,492.48
20171216,2,45,349.44
20171216,2,50,324.48
20171216,2,55,327.36
20171216,3,0,329.28
20171216,3,5,354.24
20171216,3,10,321.6
20171216,3,15,380.16
20171216,3,20,465.6
20171216,3,25,480.96
20171216,3,30,484.8
20171216,3,35,462.72
20171216,3,40,350.4
20171216,3,45,349.44
20171216,3,50,347.52
20171216,3,55,345.6
20171216,4,0,326.4
20171216,4,5,374.4
20171216,4,10,462.72
20171216,4,15,475.2
20171216,4,20,480
20171216,4,25,480
20171216,4,30,321.6
20171216,4,35,316.8
20171216,4,40,324.48
20171216,4,45,326.4
20171216,4,50,324.48
20171216,4,55,318.72
20171216,5,0,318.72
20171216,5,5,343.68
20171216,5,10,344.64
20171216,5,15,365.76
20171216,5,20,458.88
20171216,5,25,483.84
20171216,5,30,432
20171216,5,35,343.68
20171216,5,40,348.48
20171216,5,45,350.4
20171216,5,50,349.44
20171216,5,55,347.52
20171216,6,0,342.72
20171216,6,5,349.44
20171216,6,10,336.96
20171216,6,15,328.32
20171216,6,20,322.56
20171216,6,25,395.52
20171216,6,30,279.36
20171216,6,35,317.76
20171216,6,40,331.2
20171216,6,45,336
20171216,6,50,337.92
20171216,6,55,334.08
20171216,7,0,321.6
20171216,7,5,327.36
20171216,7,10,332.16
20171216,7,15,331.2
20171216,7,20,321.6
20171216,7,25,357.12
20171216,7,30,320.64
20171216,7,35,385.92
20171216,7,40,426.24
20171216,7,45,409.92
20171216,7,50,353.28
20171216,7,55,352.32
20171216,8,0,348.48
20171216,8,5,382.08
20171216,8,10,415.68
20171216,8,15,361.92
20171216,8,20,346.56
20171216,8,25,414.72
20171216,8,30,481.92
20171216,8,35,505.92
20171216,8,40,501.12
20171216,8,45,496.32
20171216,8,50,361.92
20171216,8,55,344.64
20171216,9,0,328.32
20171216,9,5,418.56
20171216,9,10,474.24
20171216,9,15,504.96
20171216,9,20,502.08
20171216,9,25,498.24
20171216,9,30,503.04
20171216,9,35,506.88
20171216,9,40,462.72
20171216,9,45,373.44
20171216,9,50,479.04
20171216,9,55,514.56
20171216,10,0,503.04
20171216,10,5,514.56
20171216,10,10,506.88
20171216,10,15,408.96
20171216,10,20,369.6
20171216,10,25,447.36
20171216,10,30,501.12
20171216,10,35,510.72
20171216,10,40,508.8
20171216,10,45,505.92
20171216,10,50,500.16
20171216,10,55,361.92
20171216,11,0,380.16
20171216,11,5,446.4
20171216,11,10,466.56
20171216,11,15,500.16
20171216,11,20,510.72
20171216,11,25,508.8
20171216,11,30,460.8
20171216,11,35,379.2
20171216,11,40,457.92
20171216,11,45,504
20171216,11,50,501.12
20171216,11,55,484.8
20171216,12,0,493.44
20171216,12,5,494.4
20171216,12,10,494.4
20171216,12,15,480
20171216,12,20,351.36
20171216,12,25,443.52
20171216,12,30,486.72
20171216,12,35,504
